NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES
Ojinaga,PÚENTE INTERNACIONAL,2021,JUNIO,"44,291",32,9,68,0,784,131,169,543,38,1,32,27,0,"46,125","1,051",0,"4,633"
Rodolfo Robles,PÚENTE INTERNACIONAL,2021,JUNIO,"5,793","22,401",41,90,0,11,1,0,0,0,0,0,0,"7,445","35,782",1,0,"28,190"
Piedras Negras,PÚENTE INTERNACIONAL,2021,JUNIO,"41,802",37,0,0,0,95,1,0,0,0,0,0,0,0,"41,935",82,0,"24,853"
Acuña,PÚENTE INTERNACIONAL,2021,JUNIO,"110,535",336,0,0,0,"1,749",826,151,"3,940",35,42,0,0,0,"117,614",913,0,"6,380"
Laredo,PÚENTE INTERNACIONAL,2021,JUNIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"128,732"
   Línea Express,PÚENTE INTERNACIONAL,2021,JUNIO,"52,683",0,0,0,0,0,0,0,0,0,0,0,0,0,"52,683",0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2021,JUNIO,"161,859","1,004",30,"2,077",0,215,18,54,1,0,1,0,0,0,"165,259",881,0,0
Suchiate II,PÚENTE INTERNACIONAL,2021,JUNIO,796,0,92,3,0,962,765,64,"9,228","1,540",15,1,90,0,"13,556",6,137,0
Chapalilla - Compostela ,CAMINO,2021,JULIO,"185,616","4,804","9,822","3,236",0,"6,376","5,783",497,"6,864","2,397",32,5,800,0,"226,232",861,0,0
Cuauhtemoc-Osiris ,CAMINO,2021,JULIO,"162,758",685,"4,457","6,324",0,"14,226","14,440","3,205","55,235","10,450","1,606",105,"25,118",0,"298,609","2,497",0,0
Culiacán,PUENTE NACIONAL,2021,JULIO,"223,494","3,290","5,759",500,0,"8,509","4,110",451,"5,887","1,650",4,1,595,0,"254,250","2,788",0,0
Sinaloa,PUENTE NACIONAL,2021,JULIO,"245,298","1,620","10,336","4,166",0,"15,979","13,882","2,611","57,679","7,092",997,98,"16,343",0,"376,101","4,060",2,0
Pánuco,PUENTE NACIONAL,2021,JULIO,"130,352","6,729","8,863",153,0,"5,708","3,319",273,"2,321","1,344",41,14,970,0,"160,087",938,4,0
Alvarado,PUENTE NACIONAL,2021,JULIO,"119,692","9,310","7,035",450,0,"5,465","4,039",206,"2,850","1,311",20,1,360,0,"150,739",815,0,0
Papaloapan,PUENTE NACIONAL,2021,JULIO,"41,597","8,770","2,636",115,0,"4,165","3,041",129,"2,196",211,6,3,736,0,"63,605",532,0,0
Caracol,PUENTE NACIONAL,2021,JULIO,"142,121","17,667","10,074",214,1,"7,899","5,048",308,"4,366",617,60,71,"10,286",0,"198,732",515,407,0
Nautla,PUENTE NACIONAL,2021,JULIO,"129,010","4,108","4,194","1,505",0,"7,902","7,941",777,"13,862","3,961",183,35,"8,313",0,"181,791","1,400",17,0
Grijalva,PUENTE NACIONAL,2021,JULIO,"360,968","14,534","10,461","1,696",0,"16,512","9,744","1,285","21,433","9,034",347,82,"12,398",0,"458,494","2,301",53,0
Usumacinta,PUENTE NACIONAL,2021,JULIO,"90,470","9,763","3,287",980,0,"5,634","8,205",795,"13,833","3,214",398,50,"9,786",0,"146,415","1,236",31,0
Cadereyta,PUENTE NACIONAL,2021,JULIO,"121,004","2,755",211,32,0,"6,322","6,740","1,255","14,234","5,550",498,292,"6,650",0,"165,543",699,23,0
La Piedad,PUENTE NACIONAL,2021,JULIO,"27,495",846,98,24,0,"1,960",971,27,362,70,8,1,35,0,"31,897",171,0,0
Tecolutla,PUENTE NACIONAL,2021,JULIO,"119,978","10,972","4,554","1,402",0,"6,554","5,437",613,"11,194","2,936",48,11,"5,261",0,"168,960",921,11,0
San Juan,PUENTE NACIONAL,2021,JULIO,"56,946",106,534,3,0,"3,413","1,866",247,"5,032","1,008",49,59,"7,287",0,"76,550","1,207",570,0
Tampico,PUENTE NACIONAL,2021,JULIO,"256,524","2,471","7,291","1,979",0,"7,159","3,422",291,"1,446",506,55,37,796,0,"281,977","1,023",7,0
Tlacotalpan,PUENTE NACIONAL,2021,JULIO,"37,868","4,726","1,111",28,0,"1,323",864,24,213,34,0,0,7,0,"46,198",419,0,0
Dovalí Jaime,PUENTE NACIONAL,2021,JULIO,"199,438","4,859","6,055","3,449",5,"20,889","25,039","3,618","79,296","13,765",960,497,"39,933",0,"397,803","1,596",63,0
Dovalí Jaime Bis,PUENTE NACIONAL,2021,JULIO,"17,242","1,396",12,0,0,621,117,20,141,63,0,0,0,0,"19,612",33,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2021,JULIO,"2,411",46,77,1,0,187,172,4,165,48,1,1,70,0,"3,183",13,0,0
Matamoros,PÚENTE INTERNACIONAL,2021,JULIO,"84,426",188,0,0,0,70,0,2,0,0,0,0,0,0,"84,686",150,9,"60,278"
Camargo,PÚENTE INTERNACIONAL,2021,JULIO,"21,296",46,0,0,0,76,136,3,"1,609",28,8,0,"1,737",0,"24,939",308,0,"1,918"
Miguel Alemán,PÚENTE INTERNACIONAL,2021,JULIO,"38,648",4,8,25,0,96,111,53,"1,861",17,0,0,0,0,"40,823",213,0,"10,766"
Reynosa,PÚENTE INTERNACIONAL,2021,JULIO,"89,411",138,449,821,0,70,18,3,0,1,2,0,0,0,"90,913",378,0,"87,990"
   Línea Express,PÚENTE INTERNACIONAL,2021,JULIO,"42,384",0,0,0,0,0,0,0,0,0,0,0,0,0,"42,384",0,0,0
Las Flores,PÚENTE INTERNACIONAL,2021,JULIO,"42,438",77,0,0,0,81,"1,206",50,"1,367",248,27,7,"1,334",0,"46,835",123,35,"82,008"
Ojinaga,PÚENTE INTERNACIONAL,2021,JULIO,"45,493",35,19,73,0,743,185,181,578,5,0,54,36,0,"47,402","1,379",0,"5,086"
Rodolfo Robles,PÚENTE INTERNACIONAL,2021,JULIO,"6,873","25,501",50,118,0,8,0,0,0,0,0,0,0,"8,091","40,641",3,0,"29,102"
Piedras Negras,PÚENTE INTERNACIONAL,2021,JULIO,"56,598",64,0,0,0,153,0,2,0,0,0,0,0,0,"56,817",168,0,"18,795"
Acuña,PÚENTE INTERNACIONAL,2021,JULIO,"110,498",308,0,0,0,"1,729",915,105,"3,813",35,37,0,0,0,"117,440",894,0,"5,901"
Laredo,PÚENTE INTERNACIONAL,2021,JULIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"119,952"
   Línea Express,PÚENTE INTERNACIONAL,2021,JULIO,"56,554",0,0,0,0,0,0,0,0,0,0,0,0,0,"56,554",0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2021,JULIO,"160,775","1,126",30,"2,474",0,220,19,45,3,0,0,0,0,0,"164,692","1,060",0,0
Suchiate II,PÚENTE INTERNACIONAL,2021,JULIO,706,0,75,1,0,839,841,74,"9,549","1,560",19,1,119,0,"13,784",22,113,0
Chapalilla - Compostela ,CAMINO,2021,AGOSTO,"154,653","1,945","8,286","2,553",0,"6,119","5,732",492,"6,591","2,188",36,3,759,0,"189,357",982,0,0
Cuauhtemoc-Osiris ,CAMINO,2021,AGOSTO,"146,195",849,"4,346","5,953",1,"14,350","14,841","3,012","53,921","10,580","1,493",155,"24,028",0,"279,724","2,256",0,0
Culiacán,PUENTE NACIONAL,2021,AGOSTO,"213,738","3,641","5,822",463,0,"7,523","3,620",408,"5,846","1,503",1,6,455,0,"243,026","2,622",0,0
Sinaloa,PUENTE NACIONAL,2021,AGOSTO,"221,269","2,025","9,576","3,873",0,"15,120","12,053","2,508","56,172","6,371",971,149,"15,383",0,"345,470","3,391",0,0
Pánuco,PUENTE NACIONAL,2021,AGOSTO,"125,409","6,319","8,292",125,0,"5,590","2,701",245,"2,291","1,395",32,4,961,0,"153,364",898,0,0
Alvarado,PUENTE NACIONAL,2021,AGOSTO,"105,207","8,725","6,414",330,0,"5,152","3,689",168,"2,669","1,190",25,1,467,0,"134,037",721,1,0
Papaloapan,PUENTE NACIONAL,2021,AGOSTO,"38,655","8,339","2,332",91,0,"4,251","2,955",127,"2,110",306,4,5,687,0,"59,862",538,0,0
Caracol,PUENTE NACIONAL,2021,AGOSTO,"130,041","17,192","9,115",194,0,"7,628","5,010",321,"4,543",642,40,96,"9,902",0,"184,724",506,407,0
Nautla,PUENTE NACIONAL,2021,AGOSTO,"115,158","3,883","3,750","1,400",1,"7,775","7,025",693,"13,879","3,821",156,32,"8,362",0,"165,935","1,277",23,0
Grijalva,PUENTE NACIONAL,2021,AGOSTO,"347,856","14,791","10,147","1,952",17,"15,692","10,088","1,232","21,298","8,262",368,68,"12,372",0,"444,143","2,261",63,0
Usumacinta,PUENTE NACIONAL,2021,AGOSTO,"87,535","9,862","3,043",943,3,"5,381","7,802",679,"13,732","3,143",367,32,"9,456",0,"141,978","1,271",38,0
Cadereyta,PUENTE NACIONAL,2021,AGOSTO,"116,317","2,952",224,27,0,"6,010","5,766","1,549","13,719","6,416",511,263,"6,718",0,"160,472",694,19,0
La Piedad,PUENTE NACIONAL,2021,AGOSTO,"32,446","1,012",999,301,0,"3,010","2,263",175,"2,189",474,8,5,85,0,"42,967",193,0,0
Tecolutla,PUENTE NACIONAL,2021,AGOSTO,"106,927","11,533","3,919","1,205",0,"6,379","4,660",464,"10,661","2,611",46,13,"5,013",0,"153,431",710,11,0
San Juan,PUENTE NACIONAL,2021,AGOSTO,"60,938",91,447,91,0,"3,362","1,851",245,"5,226","1,145",64,53,"8,244",0,"81,757","1,266",730,0
Tampico,PUENTE NACIONAL,2021,AGOSTO,"242,364","2,438","6,955","1,866",0,"6,966","2,970",296,"1,178",396,17,19,791,0,"266,256","1,073",1,0
Tlacotalpan,PUENTE NACIONAL,2021,AGOSTO,"32,058","4,320",967,15,0,"1,285",770,28,207,39,0,0,15,0,"39,704",458,0,0
Dovalí Jaime,PUENTE NACIONAL,2021,AGOSTO,"187,655","4,613","5,549","3,281",8,"20,764","24,530","3,715","79,248","13,772",999,555,"39,105",0,"383,794","1,730",57,0
Dovalí Jaime Bis,PUENTE NACIONAL,2021,AGOSTO,"15,023","1,376",11,0,0,565,124,9,41,21,2,0,21,0,"17,193",10,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2021,AGOSTO,"2,378",37,90,6,0,203,157,13,100,28,1,0,57,0,"3,070",11,0,0
Matamoros,PÚENTE INTERNACIONAL,2021,AGOSTO,"87,967",304,0,0,0,65,0,1,0,0,0,0,0,0,"88,337",133,0,"73,850"
Camargo,PÚENTE INTERNACIONAL,2021,AGOSTO,"23,774",43,0,0,0,87,144,3,"1,664",36,13,0,"1,991",0,"27,755",294,0,"2,433"
Miguel Alemán,PÚENTE INTERNACIONAL,2021,AGOSTO,"41,801",3,6,27,0,94,101,57,"2,013",12,0,0,0,0,"44,114",217,0,"13,981"
Reynosa,PÚENTE INTERNACIONAL,2021,AGOSTO,"92,799",110,264,507,0,66,4,4,0,0,2,0,1,0,"93,757",330,1,"99,744"
   Línea Express,PÚENTE INTERNACIONAL,2021,AGOSTO,"50,982",0,0,0,0,0,0,0,0,0,0,0,0,0,"50,982",0,0,0
Las Flores,PÚENTE INTERNACIONAL,2021,AGOSTO,"44,040",28,0,0,0,77,"1,250",84,"1,067",308,75,32,"2,133",0,"49,094",122,223,"74,766"
Ojinaga,PÚENTE INTERNACIONAL,2021,AGOSTO,"45,611",28,14,67,0,756,141,191,488,47,26,7,42,0,"47,418","1,242",0,"4,878"
Rodolfo Robles,PÚENTE INTERNACIONAL,2021,AGOSTO,"5,162","24,856",44,91,0,7,0,0,0,0,0,0,0,"7,998","38,158",3,0,"28,124"
Piedras Negras,PÚENTE INTERNACIONAL,2021,AGOSTO,"60,383",44,0,0,0,184,0,1,1,0,0,0,0,0,"60,613",163,0,"19,126"
Acuña,PÚENTE INTERNACIONAL,2021,AGOSTO,"112,915",366,0,0,0,"1,703",908,122,"3,918",50,34,0,0,0,"120,016","1,011",0,"6,196"
Laredo,PÚENTE INTERNACIONAL,2021,AGOSTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"126,567"
   Línea Express,PÚENTE INTERNACIONAL,2021,AGOSTO,"66,326",0,0,0,0,0,0,0,0,0,0,0,0,0,"66,326",0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2021,AGOSTO,"167,109","1,231",22,"2,280",0,208,14,36,0,0,0,0,0,0,"170,900","1,115",0,0
Suchiate II,PÚENTE INTERNACIONAL,2021,AGOSTO,709,0,71,0,0,927,786,82,"9,646","1,346",19,2,130,0,"13,718",15,98,0
Chapalilla - Compostela ,CAMINO,2021,SEPTIEMBRE,"123,925","2,206","7,907","2,438",1,"5,987","5,086",512,"6,083","2,057",35,4,628,0,"156,869","1,244",0,0
Cuauhtemoc-Osiris ,CAMINO,2021,SEPTIEMBRE,"126,909","1,339","3,583","5,361",0,"13,583","11,509","2,767","51,402","9,978","1,303",121,"23,803",0,"251,658","1,896",0,0
Culiacán,PUENTE NACIONAL,2021,SEPTIEMBRE,"220,403","3,645","5,940",518,1,"7,787","4,055",498,"6,029","1,940",0,13,587,0,"251,416","2,644",0,0
Sinaloa,PUENTE NACIONAL,2021,SEPTIEMBRE,"221,070","2,387","9,110","3,513",12,"15,091","12,218","2,817","55,832","7,247","1,142",68,"16,670",0,"347,177","3,382",2,0
Pánuco,PUENTE NACIONAL,2021,SEPTIEMBRE,"121,119","6,588","7,851",114,1,"5,126","2,378",248,"2,545","1,446",25,5,994,0,"148,440",798,19,0
Alvarado,PUENTE NACIONAL,2021,SEPTIEMBRE,"100,635","9,455","6,055",390,5,"5,070","3,682",181,"2,528","1,123",20,1,418,0,"129,563",723,8,0
Papaloapan,PUENTE NACIONAL,2021,SEPTIEMBRE,"38,562","8,652","2,045",111,0,"3,731","2,816",153,"1,960",365,4,4,706,0,"59,109",436,0,0
Caracol,PUENTE NACIONAL,2021,SEPTIEMBRE,"128,882","17,655","8,247",169,0,"7,790","5,651",454,"4,272",697,69,115,"10,132",0,"184,133",528,408,0
Nautla,PUENTE NACIONAL,2021,SEPTIEMBRE,"102,751","3,759","3,880","1,436",3,"7,775","7,731",717,"13,837","3,472",217,29,"8,369",0,"153,976","1,258",21,0
Grijalva,PUENTE NACIONAL,2021,SEPTIEMBRE,"329,189","14,612","9,414","1,760",7,"15,427","9,634","1,239","20,074","7,577",372,76,"11,801",0,"421,182","2,272",138,0
Usumacinta,PUENTE NACIONAL,2021,SEPTIEMBRE,"79,671","8,998","2,749",802,1,"5,291","7,332",651,"13,125","2,643",338,39,"9,295",0,"130,935","1,169",133,0
Cadereyta,PUENTE NACIONAL,2021,SEPTIEMBRE,"93,870","2,212",180,18,0,"4,692","4,666","1,459","11,585","5,318",439,297,"5,873",0,"130,609",625,30,0
La Piedad,PUENTE NACIONAL,2021,SEPTIEMBRE,"39,454","1,260","1,457",443,0,"4,260","3,684",311,"4,449",799,10,7,129,0,"56,263",275,0,0
Tecolutla,PUENTE NACIONAL,2021,SEPTIEMBRE,"96,990","11,604","4,164","1,202",6,"6,324","4,367",462,"10,429","2,462",64,12,"5,079",0,"143,165",761,10,0
San Juan,PUENTE NACIONAL,2021,SEPTIEMBRE,"53,630",120,390,137,0,"3,236","1,775",281,"5,224","1,255",85,41,"8,300",0,"74,474","1,429",703,0
Tampico,PUENTE NACIONAL,2021,SEPTIEMBRE,"217,776","2,274","6,746","1,706",0,"6,839","2,937",218,971,267,20,37,701,0,"240,492",935,0,0
Tlacotalpan,PUENTE NACIONAL,2021,SEPTIEMBRE,"30,945","4,661",895,2,0,"1,107",805,22,199,34,0,0,25,0,"38,695",501,0,0
Dovalí Jaime,PUENTE NACIONAL,2021,SEPTIEMBRE,"173,493","4,645","5,242","2,950",1,"20,074","23,915","3,344","75,851","13,291","1,062",368,"37,726",0,"361,962","1,528",72,0
Dovalí Jaime Bis,PUENTE NACIONAL,2021,SEPTIEMBRE,"13,420","1,112",43,0,0,470,100,2,15,8,0,0,0,0,"15,170",4,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2021,SEPTIEMBRE,"2,162",52,16,6,0,198,126,19,88,53,1,1,37,0,"2,759",16,0,0
Matamoros,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,"94,570",254,1,0,0,58,2,0,0,0,0,0,0,0,"94,885",118,0,"73,852"
Camargo,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,"22,428",32,0,0,0,78,133,3,"1,617",21,17,0,"2,064",0,"26,393",278,0,"2,510"
Miguel Alemán,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,"41,702",6,6,29,0,88,105,49,"2,221",13,1,0,1,0,"44,221",207,0,"17,984"
Reynosa,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,"96,923",102,305,469,0,85,13,3,2,0,0,0,2,0,"97,904",360,2,"99,405"
   Línea Express,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,"53,053",0,0,0,0,0,0,0,0,0,0,0,0,0,"53,053",0,0,0
Las Flores,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,"44,068",24,0,0,0,97,"1,148",79,822,510,74,29,"2,192",0,"49,043",112,178,"76,679"
Ojinaga,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,"42,292",55,12,63,0,722,139,165,481,29,30,53,0,0,"44,041",995,0,"5,257"
Rodolfo Robles,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,"5,118","24,805",110,203,0,6,0,0,0,0,0,0,0,"7,980","38,222",1,0,"28,286"
Piedras Negras,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,"64,297",56,0,0,0,194,0,10,0,0,0,0,0,0,"64,557",149,0,"21,332"
Acuña,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,"78,283",255,0,0,0,"1,132",578,99,"2,858",33,25,0,0,0,"83,263",600,0,"5,181"
Laredo,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125,621"
   Línea Express,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,"76,288",0,0,0,0,0,0,0,0,0,0,0,0,0,"76,288",0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,"168,993","1,128",19,"1,776",0,207,17,50,1,0,0,0,1,0,"172,192","1,004",0,0
Suchiate II,PÚENTE INTERNACIONAL,2021,SEPTIEMBRE,643,0,100,1,0,746,761,61,"9,203","1,464",15,0,114,0,"13,108",16,242,0
Chapalilla - Compostela ,CAMINO,2021,OCTUBRE,"146,486","2,764","9,882","3,193",1,"6,536","5,432",506,"6,394","2,324",35,1,617,0,"184,171",773,0,0
Cuauhtemoc-Osiris ,CAMINO,2021,OCTUBRE,"137,214",862,"4,027","5,796",1,"13,673","11,735","3,164","57,045","11,187","1,284",132,"24,919",0,"271,039","2,217",2,0
Culiacán,PUENTE NACIONAL,2021,OCTUBRE,"246,589","3,799","6,168",619,18,"8,255","4,016",537,"6,270","1,854",6,1,610,0,"278,742","2,809",0,0
Sinaloa,PUENTE NACIONAL,2021,OCTUBRE,"244,932","2,713","9,879","3,885",15,"15,723","13,178","3,044","61,316","7,806","1,003",77,"16,968",0,"380,539","3,492",11,0
Pánuco,PUENTE NACIONAL,2021,OCTUBRE,"131,276","8,240","8,157",143,23,"5,201","2,372",281,"2,444","1,320",40,7,"1,011",0,"160,515",985,27,0
Alvarado,PUENTE NACIONAL,2021,OCTUBRE,"110,200","8,997","6,241",340,5,"5,202","3,419",193,"2,567","1,069",13,1,393,0,"138,640",883,0,0
Papaloapan,PUENTE NACIONAL,2021,OCTUBRE,"41,527","7,936","2,343",94,3,"4,333","2,999",124,"2,099",285,3,4,668,0,"62,418",421,1,0
Caracol,PUENTE NACIONAL,2021,OCTUBRE,"124,569","17,380","8,267",196,0,"7,342","4,802",390,"4,282",667,49,98,"10,299",0,"178,341",545,2,0
Nautla,PUENTE NACIONAL,2021,OCTUBRE,"113,688","4,041","3,826","1,382",6,"7,968","8,597",854,"14,525","3,582",240,33,"8,462",0,"167,204","1,315",23,0
Grijalva,PUENTE NACIONAL,2021,OCTUBRE,"335,262","14,655","9,405","1,704",16,"14,947","8,921","1,191","19,244","6,872",388,70,"12,493",0,"425,168","2,421",111,0
Usumacinta,PUENTE NACIONAL,2021,OCTUBRE,"78,476","9,188","2,964",791,5,"5,156","6,414",613,"13,531","2,866",350,40,"9,817",0,"130,211","1,037",116,0
Cadereyta,PUENTE NACIONAL,2021,OCTUBRE,"122,985","2,518",210,31,0,"5,824","5,508","1,442","13,256","5,272",398,268,"6,914",0,"164,626",850,37,0
La Piedad,PUENTE NACIONAL,2021,OCTUBRE,"48,707","1,520","1,800",573,0,"5,134","4,405",349,"5,828","1,024",15,3,152,0,"69,510",312,0,0
Tecolutla,PUENTE NACIONAL,2021,OCTUBRE,"106,687","12,380","4,117","1,226",3,"6,495","4,859",529,"11,376","2,488",77,14,"5,340",0,"155,591",753,4,0
San Juan,PUENTE NACIONAL,2021,OCTUBRE,"57,281",99,475,125,0,"3,105","1,776",264,"5,331","1,005",45,40,"8,746",0,"78,292","1,500",749,0
Tampico,PUENTE NACIONAL,2021,OCTUBRE,"236,619","2,768","6,611","1,827",4,"7,182","3,260",263,"1,330",349,26,26,720,0,"260,985","1,068",18,0
Tlacotalpan,PUENTE NACIONAL,2021,OCTUBRE,"35,295","4,538",957,5,0,"1,173",633,24,174,18,1,0,33,0,"42,851",568,0,0
Dovalí Jaime,PUENTE NACIONAL,2021,OCTUBRE,"183,507","4,720","5,440","2,935",6,"20,498","25,537","3,573","79,857","13,624","1,137",411,"40,862",0,"382,107","2,065",19,0
Dovalí Jaime Bis,PUENTE NACIONAL,2021,OCTUBRE,"13,518","1,216",100,0,0,476,50,0,13,9,0,0,1,0,"15,383",11,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2021,OCTUBRE,"2,442",141,19,8,0,237,170,16,106,68,1,3,42,0,"3,253",17,0,0
Matamoros,PÚENTE INTERNACIONAL,2021,OCTUBRE,"93,051",247,0,0,0,53,0,2,0,0,0,0,0,0,"93,353",116,0,"78,219"
Camargo,PÚENTE INTERNACIONAL,2021,OCTUBRE,"24,220",33,0,0,0,85,127,1,"1,616",25,9,0,"2,249",0,"28,365",305,0,"3,009"
Miguel Alemán,PÚENTE INTERNACIONAL,2021,OCTUBRE,"45,137",6,6,20,2,83,84,48,"2,399",11,0,0,0,0,"47,796",220,0,"18,608"
Reynosa,PÚENTE INTERNACIONAL,2021,OCTUBRE,"105,563",149,348,467,4,79,6,5,0,0,0,0,1,0,"106,622",362,1,"103,970"
   Línea Express,PÚENTE INTERNACIONAL,2021,OCTUBRE,"55,630",0,0,0,0,0,0,0,0,0,0,0,0,0,"55,630",0,0,0
Las Flores,PÚENTE INTERNACIONAL,2021,OCTUBRE,"45,400",47,0,0,0,98,842,71,"1,087",418,57,16,"2,030",0,"50,066",111,193,"83,196"
Ojinaga,PÚENTE INTERNACIONAL,2021,OCTUBRE,"44,307",64,15,64,2,718,95,176,493,50,44,44,0,0,"46,072",930,0,"4,859"
Rodolfo Robles,PÚENTE INTERNACIONAL,2021,OCTUBRE,"5,313","26,852",71,214,0,8,1,0,0,0,0,0,0,"8,468","40,927",8,0,"28,602"
Piedras Negras,PÚENTE INTERNACIONAL,2021,OCTUBRE,"71,521",80,0,0,0,227,2,3,2,0,0,0,0,0,"71,835",195,0,"21,691"
Acuña,PÚENTE INTERNACIONAL,2021,OCTUBRE,"111,959",371,0,0,0,"1,502",767,147,"3,860",35,34,0,0,0,"118,675",921,0,"6,330"
Laredo,PÚENTE INTERNACIONAL,2021,OCTUBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"130,794"
   Línea Express,PÚENTE INTERNACIONAL,2021,OCTUBRE,"93,252",0,0,0,0,0,0,0,0,0,0,0,0,0,"93,252",0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2021,OCTUBRE,"181,298","1,125",29,"1,907",0,219,24,37,1,0,0,0,1,0,"184,641","1,091",0,0
Suchiate II,PÚENTE INTERNACIONAL,2021,OCTUBRE,743,0,79,1,0,740,857,57,"9,151","1,711",13,1,106,0,"13,459",8,91,0
Chapalilla - Compostela ,CAMINO,2021,NOVIEMBRE,150265,2449,9726,3091,0,6970,5508,607,7049,2421,45,2,923,0,"189,056",827,0,0
Cuauhtemoc-Osiris ,CAMINO,2021,NOVIEMBRE,141853,802,4554,6610,0,13540,11104,3043,54710,10630,1595,122,23898,0,"272,461",2492,0,0
Culiacán,PUENTE NACIONAL,2021,NOVIEMBRE,244270,3168,6190,653,13,8203,4177,571,6788,1697,4,2,529,0,"276,265",2596,0,0
Sinaloa,PUENTE NACIONAL,2021,NOVIEMBRE,248563,2431,11367,4216,30,16019,13050,3397,61022,8029,930,65,17727,0,"386,846",3925,1,0
Pánuco,PUENTE NACIONAL,2021,NOVIEMBRE,131786,6838,8184,118,10,4958,2784,252,2519,1398,39,22,1730,0,"160,638",875,128,0
Alvarado,PUENTE NACIONAL,2021,NOVIEMBRE,110743,8571,6576,403,8,4952,3866,160,2592,1042,20,0,299,0,"139,232",610,0,0
Papaloapan,PUENTE NACIONAL,2021,NOVIEMBRE,43518,8611,2477,112,12,4827,3615,108,2431,315,0,1,677,0,"66,704",1464,81,0
Caracol,PUENTE NACIONAL,2021,NOVIEMBRE,132843,17420,8947,215,0,7331,4692,235,4934,629,67,134,9689,0,"187,136",631,24,0
Nautla,PUENTE NACIONAL,2021,NOVIEMBRE,111671,3529,3970,1382,6,7760,7215,745,14269,3280,231,38,8100,0,"162,196",1374,6,0
Grijalva,PUENTE NACIONAL,2021,NOVIEMBRE,350553,15227,9974,1501,25,15453,9887,1243,20166,6969,461,60,12089,0,"443,608",2368,94,0
